nom,typologie,localite
Logis Hôtel Restaurant Le Castel Fleuri,Chambre Triple,Saint-Jean-en-Royans
Les 4 Montagnes,Chambre Triple avec Toilettes Communes,Villard-de-Lans
Les Cornettes,Studio Familial,La Chapelle-dʼAbondance
Terra-Beka Lodge,Chambre Familiale Deluxe,La Chapelle-dʼAbondance
Hotel Alpen Roc,Chambre Lits Jumeaux,La Clusaz
Beaulieu,Chambre Double ou Lits Jumeaux avec Balcon,La Clusaz
L'Alpage,Chambre Lits Jumeaux,Le Grand-Bornand
Chalet-Hôtel Les Fermes de Pierre & Anna,Chambre Quadruple en Duplex,Le Grand-Bornand
Hôtel Les Muses,Chambre Double ou Lits Jumeaux - Annexe,Annecy
Les Gourmets - Chalet Hotel,Chambre Double Supérieure,Chamonix City Centre Chamonix-Mont-Blanc
Auberge du Manoir,Chambre Double Standard,Chamonix City Centre Chamonix-Mont-Blanc
CHALET HOTEL La TUVIERE BIKE INN,Suite 2 Chambres,Saint-Jean-de-Maurienne
Brit Hotel Florimont,Chambre Lits Jumeaux Confort,Saint-Ferréol
Campanile Aix-Les-Bains,Chambre Lits Jumeaux New Generation,Aix-les-Bains
Hôtel Gallia,Chambre Double Supérieure,Aix-les-Bains
Hôtel des Alpes,Chambre Double,Aix-les-Bains
Le Relais du Petit Saint Bernard,Chambre Triple avec Baignoire,La Rosière
Savoy Hôtel,Chambre Double ou Lits Jumeaux Confort,Brides-les-Bains
La Bouitte - Hôtel Relais & Châteaux,Suite Junior,Saint-Martin-de-Belleville
Hôtel Restaurant La Pendine,Chambre Lits Jumeaux Supérieure,Puy-Saint-Vincent
Fifi Moulin,Suite Familiale Standard,Serres
Logis Hotel-Restaurant Spa Le Lac,Chambre Lits Jumeaux,Embrun
Hôtel Raymond 4 Toulouse,Chambre Double Classique,Centre de Toulouse Toulouse
Logis Hôtel Restaurant de la Poste,Chambre Triple Supérieure,Tarascon-sur-Ariège
Hôtel Le Bellevue,Chambre Triple,Tarascon-sur-Ariège
hotel de la paix,Chambre Double avec Salle de Bains Privative,Pamiers
Hotel La Casa,Chambre Lit King-Size Standard,Le Barcarès
Hôtel Les Sables - Urban Style - by Logis Hotels,Chambre Familiale,Canet-en-Roussillon
Acapella Hotel,Chambre Double ou Lits Jumeaux Confort avec Balcon,Argelès-sur-Mer
Hotel Saint Georges- Face à la mer,Chambre Double Confort - Vue sur Mer,Canet-en-Roussillon
Domaine Riberach - Restaurant étoilé - Spa - Piscine naturelle - Vignoble bio,Suite Junior,Bélesta
Hôtel Tourmalet,Chambre Triple,Luz-Saint-Sauveur
ibis budget Tarbes,Chambre Lits Jumeaux,Tarbes
Hôtel Ibaia,Chambre Double - Vue sur Jardin,Hendaye
Mosaikhotel,Chambre Double Supérieure,Saint-Jean-de-Luz
B&B HOTEL Saint Jean de Luz,Chambre Familiale,Saint-Jean-de-Luz
Hôtel & Spa Madison Saint Jean de Luz,Chambre Double Supérieure,Saint-Jean-de-Luz
The Originals Access- Hôtel Béziers Est (P'tit Dej-Hotel),Chambre Triple Standard (2 Adultes + 1 Enfant),Villeneuve-lès-Béziers
Oz'Inn Hôtel & Spa,Chambre Double Premium,Village naturiste Le Cap d'Agde
Mauguio Center Hôtel,Chambre Triple Confort,Mauguio
Holiday Inn Toulon City Centre- an IHG Hotel,Chambre Double - Accessible aux Personnes à Mobilité Réduite,Toulon
Hostellerie La Farandole,Chambre Double Supérieure - Vue sur Piscine,Sanary-sur-Mer
Hotel Club Le Plein Sud Vacances Bleues,Chambre Lits Jumeaux - Vue sur Mer,Hyères
Hôtel l'Arena,Chambre Familiale Deluxe,Frejus City Centre Fréjus
Best Western Hotel Matisse,Chambre Familiale,Sainte-Maxime City Centre Sainte-Maxime
La Bastide du Calalou; BW Signature Collection,Suite Junior avec Vue - Bastidon,Moissac-Bellevue
Atoll Hotel restaurant,Chambre Double Supérieure,Port de Fréjus Fréjus
Logis hôtel et restaurant La Bastide Cabezac,Chambre Double ou Lits Jumeaux Supérieure - Vue sur Piscine,Bize-Minervois
Hôtel Le Donjon - Cœur de La Cité Médiévale,Chambre Lits Jumeaux Supérieure,Cité de Carcassonne Carcassonne
Hotel Du Pont Vieux,Chambre Triple Standard,Carcassonne
Première Classe Genève - Aéroport - Prévessin,Chambre Lits Jumeaux Confort,Prévessin-Moëns
Premiere Classe Geneve - Saint Genis Pouilly,Chambre 1 Lit Double,Saint-Genis-Pouilly
Best Western Le Bois de la Marche,Standard Twin Room,Poitiers
Les Apparts de Blossac Poitiers,Apartment,Poitiers
Les Loges Blanches,Suite Junior,Megève
La Boule de Neige,Chambre Double ou Lits Jumeaux,Samoëns
Bellevue,Chambre Triple Supérieure (2 Adultes + 1 Enfant),Les Gets
Hôtel Valentin,Chambre Double avec Balcon,Les Deux Alpes
Hôtel Karène,Chambre Double,Saint-Paul-lès-Romans
Chalet Chanso,Chambre Triple,Morgins
St-Alban Hotel & Spa,Chambre Triple Supérieure,La Clusaz
Hôtel Bellachat,Chambre Double,La Clusaz
Hôtel Les Muses,Chambre Double - Vue sur Lac - Bâtiment Principal,Annecy
Impérial Palace,Chambre Lac Prestige - Accès au Spa Inclus - Réservation Nécessaire,Annecy
Rivage Hôtel & Spa Annecy,Chambre Double Supérieure,Annecy
RockyPop Chamonix - Les Houches,Chambre Double ou Lits Jumeaux avec Mezzanine,Les Houches
Pointe Isabelle,Chambre Double ou Lits Jumeaux Supérieure Summit avec Balcon - Vue sur Montagne,Chamonix City Centre Chamonix-Mont-Blanc
Golden Tulip Aix les Bains - Hotel & Spa,Chambre Supérieure Rénovée avec Accès au Spa,Aix-les-Bains
Hôtel des Bains,Chambre Double Standard,Aix-les-Bains
Hotel Le Colibri,Chambre Lits Jumeaux,Aix-les-Bains
Initial by balladins- hôtel Broisin,Chambre Double Standard,Aix-les-Bains
Logis Auberge Saint Simond,Chambre Double Supérieure - Vue sur Ville,Aix-les-Bains
La maison des pêcheurs,Chambre Familiale avec Balcon ou Terrasse,Viviers-du-Lac
Chalet Hotel Du Fornet,Chambre Lits Jumeaux Standard,Val dʼIsère
Hôtel Le Picors,Chambre Triple Basique,Aucun
Hôtel Némo Aéroport de Pau - KB HOTEL GROUP,Chambre Double Supérieure,Sauvagnon
Hôtel l'Arena,Chambre Triple Standard,Frejus City Centre Fréjus
Gabrielle hôtel,Chambre Triple Supérieure,Aiguines
Coeur de Megève,Chambre Double Supérieure,Megève
Le Jorjane,Chambre Lits Jumeaux Standard,Choranche
Boutique Hotel Beau-Séjour & Spa Superior,Chambre Double Panorama,Champéry
Big Sky Hotel,Chambre Familiale - Vue sur Jardin,Les Bossons Chamonix-Mont-Blanc
Excelsior Chamonix Hôtel & Spa,Chambre Supérieure Lit Queen-Size,Les Tines Chamonix-Mont-Blanc
Grand Hôtel de la Poste,Chambre Double Premium,Saint-Jean-de-Luz
Grand Hôtel Thalasso & Spa,Chambre Double Supérieure - Accès Gratuit au Spa,Saint-Jean-de-Luz
Hôtel Ulysse Montpellier Centre,Chambre Double avec Terrasse,Centre-ville de Montpellier Montpellier
ibis Styles Castelnaudary,Chambre Lits Jumeaux Standard,Castelnaudary
Les Chalets de La Griyotire,Chambre Familiale,Praz-sur-Arly
Hôtel Alpina & SPA,Chambre Quadruple Confort,Les Gets
Bellevue,Chambre Triple (2 Adultes + 1 Enfant) - Vue sur Montagnes,Les Gets
Hôtel Les Muses,Chambre Lits Jumeaux - Bâtiment Principal,Annecy
Les Campanules,Chambre Double - Côté Mont Blanc,Les Houches
Cosmiques Hotel - Centre Chamonix,Chambre Quadruple - 12 m2 + Mezzanine,Chamonix City Centre Chamonix-Mont-Blanc
Le Relais du Galibier,Chambre Double Standard,Valloire
Logis Auberge Saint Simond,Chambre Lits Jumeaux Standard,Aix-les-Bains
Domaine de la Font Vineuse & Spa,Suite avec Baignoire Spa,Saint-Pierre-dʼArgençon
Hotel Saint Georges- Face à la mer,Chambre Triple Économique,Canet-en-Roussillon
Le 19-21 - Un amour d'hotel,Chambre Double Supérieure avec Terrasse,Leucate
CosyStudio Site du Futuroscope,Superior Studio (2 Adults + 1 Child),Chasseneuil-du-Poitou
Hotel Du Lac,Chambre Double ou Lits Jumeaux Supérieure,Montriond
Les Campanules,Chambre Quadruple - Côté Forêt,Les Houches
Pointe Isabelle,Chambre Double ou Lits Jumeaux Supérieure avec Balcon - Vue sur Montagne,Chamonix City Centre Chamonix-Mont-Blanc
Le Relais du Petit Saint Bernard,Chambre Double,La Rosière
La Bouitte - Hôtel Relais & Châteaux,Chambre Double Supérieure,Saint-Martin-de-Belleville
Ace Hôtel Toulouse Blagnac,Chambre Double - Accessible aux Personnes à Mobilité Réduite,Cornebarrieu
Hotel d'Aragon,Standard Double Room - Ground floor,Centre-ville de Montpellier Montpellier
Chalet-Hôtel Neige et Roc- The Originals Relais (Hotel-Chalet de Tradition),Suite (2 Adultes),Samoëns
Hôtel Alpina & SPA,Chambre Double Privilège,Les Gets
Le Pic Blanc,Chambre Double Supérieure,L'Alpe-d'Huez
Hotel des Alpes,Chambre Simple Standard,Die
Impérial Palace,Chambre Classique avec Balcon - Accès au Spa Inclus - Réservation Nécessaire,Annecy
Plan B Hotel - Living Chamonix,Chambre Quadruple,Chamonix City Centre Chamonix-Mont-Blanc
Le Faucigny - Hotel de Charme,Chambre Double Supérieure,Chamonix City Centre Chamonix-Mont-Blanc
Les Glières - Champagny-en-Vanoise,Chambre Quadruple Supérieure,Champagny-en-Vanoise
Hôtel Restaurant Angival - Chambres et Appartement,Chambre Familiale avec Salle de Bains,Bourg-Saint-Maurice
Hôtel Spa la Cascade,Chambre Triple,Ceillac
Hotel Mercure Toulouse Centre Compans,Chambre Double Supérieure,Centre de Toulouse Toulouse
Auberge des Deux Rivières,Chambre Quadruple avec Douche,Seix
Holiday Inn Perpignan- an IHG Hotel,Chambre Lit King-Size Premium avec Balcon - Vue sur Piscine,Perpignan
Hôtel & Spa Les Mouettes,Chambre Double - Vue sur Piscine,Argelès-sur-Mer
Hôtel Panorama,Chambre Double,Lourdes
Plan B Hotel - Living Chamonix,Chambre Triple Supérieure,Chamonix City Centre Chamonix-Mont-Blanc
Hotel Beau Rivage,Chambre Lits Jumeaux,Aix-les-Bains
Best Western Aquakub,Chambre Lits Jumeaux Confort,Aix-les-Bains
Belfry & Spa by Ligne St Barth,Chambre Double Standard,Lourdes
Hôtel La Solitude,Chambre Double Confort,Lourdes
Hotel Edouard VII,Chambre Double Confort avec Balcon,Centre de Biarritz Biarritz
Golf Hôtel de Valescure & Spa NUXE,Chambre Double Charme,Saint-Raphaël
Hôtel Flor'Alpes,Chambre Double avec Salle de Bains Privative,La Giettaz
Hotel La Prairie,Chambre Triple avec Balcon,Méaudre
HOTEL DU MIDI,Chambre Triple,Beaufort-sur-Gervanne
Brun,Chambre Lits Jumeaux avec Baignoire,Saint-Lattier
Le Castel Fleuri,Chambre Double Supérieure,Saint-Jean-en-Royans
Alp'Hotel,Chambre Supérieure - 3 Personnes,La Clusaz
Les Chalets de la Serraz,Chambre Familiale,La Clusaz
Oustalet,Chambre Double ou Lits Jumeaux - Vue sur Mont-Blanc,Chamonix City Centre Chamonix-Mont-Blanc
Chalet 1200,Chambre Quadruple avec Douche,Saint-François-Longchamp
Les Glières - Champagny-en-Vanoise,Chambre Double Supérieure,Champagny-en-Vanoise
Hôtel Lacour,Chambre Double Supérieure - Vue sur Montagne,Eygliers
Hôtel la Bona Casa,Chambre Double Supérieure avec Douche - Rez-de-Chaussée,Collioure
Hôtel - Villa Les Sirènes,Chambre Triple Basique,Argeles Plage Argelès-sur-Mer
Grand Hôtel de la Poste,Chambre Triple,Saint-Jean-de-Luz
Hotel & Spa Le Dahu,Chambre Double Cosy,Morzine
Impérial Palace,Chambre Lit Queen-Size Privilège - Accès au Spa Inclus - Réservation Nécessaire,Annecy
La Bouitte - Hôtel Relais & Châteaux - Restaurant 2étoiles au Guide Michelin,Chambre Double Supérieure,Saint-Martin-de-Belleville
Golf Hôtel,Chambre Simple,Brides-les-Bains
Hôtel Lutetia,Chambre Triple,Lourdes
Grand Hôtel de la Poste,Chambre Supérieure,Saint-Jean-de-Luz
Atoll Hotel restaurant,Chambre Double avec Balcon,Port de Fréjus Fréjus
Les Glières - Champagny-en-Vanoise,Chambre Lits Jumeaux avec Douche,Champagny-en-Vanoise
Armancette Hôtel- Chalets & Spa – The Leading Hotels of the World,Chambre Familiale 3 Personnes,Saint-Gervais-les-Bains
Hôtel-Chalet Les Ecureuils Spa & Sauna,Suite Junior,Le Grand-Bornand
Le Chamois d'Or,Chambre Double,Cordon
Fontaine du Mont Blanc Hotel & Spa,Chambre Double Économique,Les Houches
Le Dahu,Chambre Lits Jumeaux Standard,Argentière Chamonix-Mont-Blanc
Les Grands Montets Hotel & Spa,Chambre Double Supérieure,Argentière Chamonix-Mont-Blanc
Eden Hotel- Apartments and Chalet Chamonix Les Praz,Chambre Double ou Lits Jumeaux - Vue sur Montagnes,Les Praz Chamonix-Mont-Blanc
Hotel Le Chamonix,Chambre Quadruple - Vue sur Montagnes,Chamonix City Centre Chamonix-Mont-Blanc
Hôtel Le Jeu de Paume,Chambre Double Standard,Le Lavancher Chamonix-Mont-Blanc
Auberge du Bois Prin,Chambre Double Deluxe,Chamonix City Centre Chamonix-Mont-Blanc
Le Pélican,Chambre Double ou Lits Jumeaux Classique,Annecy
Best Western Hôtel International,Chambre Double Standard - Non-Fumeurs,Centre-ville d'Annecy Annecy
Icône Hôtel - Annecy,Chambre Double,Centre-ville d'Annecy Annecy
Best Western Plus Hotel Carlton Annecy,Chambre Lit Queen-Size Confort,Centre-ville d'Annecy Annecy
Novotel Annecy Centre Atria,Chambre Lits Jumeaux Supérieure,Annecy
Sure Hotel by Best Western Annecy,Petite Chambre Lit Queen-Size Standard - Non-Fumeurs,Annecy
Hôtel du Nord,Chambre Double,Centre-ville d'Annecy Annecy
greet hôtel Annecy Cran-Gevrier,Chambre Double,Annecy
Hôtel de Bonlieu,Chambre Double,Centre-ville d'Annecy Annecy
Campanile Annecy - Cran Gevrier,Chambre Lits Jumeaux,Annecy
Hôtel Le Pré Carré,Petite Chambre Double,Centre-ville d'Annecy Annecy
Hébé Hotel,Chambre Double Supérieure,Centre-ville d'Annecy Annecy
ibis Annecy Centre Vieille Ville,Chambre Double Standard,Centre-ville d'Annecy Annecy
Le Splendid Hotel Lac D'Annecy - Handwritten Collection,Chambre Double Supérieure,Centre-ville d'Annecy Annecy
Logis - Hôtel Restaurant Bellevue Annecy,Chambre Lits Jumeaux,Annecy
ibis Styles Annecy Centre Gare,Chambre Standard avec 2 Lits Simples,Annecy
Les Trésoms Lake and Spa Resort,Chambre Double/Twin Tradition,Annecy
Mercure Annecy Sud,Chambre Double Standard,Annecy
Mercure Annecy Centre,Chambre Double ou Lits Jumeaux Classique,Centre-ville d'Annecy Annecy
Au Bec Fin Hôtel,Chambre Double avec Salle de Bains Privative,Aix-les-Bains
Mercure Aix-les-Bains Domaine de Marlioz Hôtel & Spa,Chambre Double Classique avec Terrasse,Aix-les-Bains
Hotel De La Gare,Chambre Double Confort avec Balcon,Aix-les-Bains
Château de Candie,Chambre Luxe,Chambéry
Premiere Classe Chambery,Chambre Triple (1 Lit Double et 1 Lit Simple),Chambéry
Auberge Le Vieux Chaillol,Chambre Triple avec Douche,Saint-Michel-de-Chaillol
Hôtel Les Flots Bleus,Chambre Lits Jumeaux Économique,Savines
Cap Verb Guillestre,Chambre Lits Jumeaux,Guillestre
NESTOR HOTEL GAP et Restaurant,Chambre Quadruple,Gap
Le Domaine de la Font Vineuse & Spa,Suite avec Baignoire Spa,Saint-Pierre-dʼArgençon
Icerock Hotel,Chambre Quadruple avec Salle de Bains Privative Séparée,LʼArgentière-la-Bessée
Le Chalet d'en Hô,Chambre Double - Court Séjour,Névache
Hôtel Engilberge,Chambre Double ou Lits Jumeaux,Ailefroide
Hôtel Restaurant La Pendine,Chambre Triple Supérieure,Puy-Saint-Vincent
Hôtel Croix Baragnon,Chambre Double,Centre de Toulouse Toulouse
Eklo Toulouse,Chambre Familiale,Toulouse Rive Gauche Toulouse
Campanile Toulouse - Blagnac Aéroport,Chambre Simple Standard,Blagnac
Grand Hôtel d'Orléans,Chambre Double ou Lits Jumeaux Confort,Centre de Toulouse Toulouse
L'Oliveraie d'Eurocentre - Toulouse Nord,Suite avec Jacuzzi,Castelnau-dʼEstrétefonds
Mercure Toulouse Aéroport Golf de Seilh,Chambre Double Standard,Seilh
Auberge du Poids Public Logis Hotel,Chambre Double Confort,Saint-Félix-Lauragais
L'Ôberge,Chambre Lit Queen-Size,Arlos
Intense Boutik-Hôtel,Chambre Double Deluxe avec Balcon,Port-Vendres
Hotel Corrieu,Chambre Double Standard,La Llagonne
HOTEL LE PESCADOU,Chambre Triple avec Balcon,Argeles Plage Argelès-sur-Mer
Le Regina Hôtel et restaurant Canet-plage,Chambre Double ou Lits Jumeaux Standard,Canet-en-Roussillon
Logis Hotel Solhotel,Chambre Lits Jumeaux,Banyuls-sur-Mer
Hôtel des Templiers,Chambre Double avec Baignoire,Collioure
Hébergements à La Rive- Accueil ouvert tous les jours jusqu'à 20h00 dernier délai- depuis 30 ans ! Réserver ici svp ! Merci ! Aucun règlement à distance accepté- Paiement par CB- Espèces- Chèque ou Chèques-Vacances impérativement à la remise des clefs !,Chambre Double - Vue sur Montagne,Amélie-les-Bains-Palalda
Cal Xandera,Chambre Double,Angoustrine
Hotel Les Pecheurs,Chambre Double avec Balcon - Vue sur Mer,Banyuls-sur-Mer
Novotel Perpignan Nord Rivesaltes,Chambre Standard avec Lit Double et Lits Jumeaux,Rivesaltes
Saint Jacques,Chambre Triple avec Balcon,Sorède
Novotel Suites Perpignan Centre,Suite Supérieure Un Lit Double Et Deux Lits Simples,Perpignan
Chambres Rue de la République,Chambre Lits Jumeaux Standard,Collioure
Tropic Hôtel,Chambre Lits Jumeaux,Rivesaltes
Maison Nova - Boutique Hôtel & Spa,Chambre Double Standard,Collioure
Auberge du Cellier,Chambre Double,Montner
Hôtel Le Ribéral,Double Room with Private Bathroom (11.62m²),Cerbère
Hôtel Le Domaine du Mas Blanc by Popinns,Chambre Lits Jumeaux,Alénya
Hotel Princess,Chambre Confort,Vernet-les-Bains
Hôtel Le Montaigu,Chambre Triple Standard,Luz-Saint-Sauveur
Hotel Le Chalet,Chambre Double Économique,Sainte-Marie-de-Campan
Hôtel Astérides Sacca,Hébergement Esprit Chalet - Vue sur Cour,Cauterets
Les Rochers,Chambre Lits Jumeaux Standard - Vue sur Montagne,Saint-Savin
Logis Hôtel La Brèche de Roland,Chambre Triple - Vue sur Jardin,Gèdre
Logis HOTEL CASTEL DE MIRAMBEL,Chambre Double,Lourdes
Mercure Saint-Lary,Chambre Double Standard avec Balcon,Saint-Lary-Soulan
Hotel Le Viscos - Teritoria,Chambre Double ou Lits Jumeaux Supérieure,Saint-Savin
Hôtel Chez Pierre d'Agos,Chambre Lits Jumeaux,Agos-Vidalos
relais du castera,Chambre Double,Nestier
Hôtel La Fontaine,Chambre Lits Jumeaux,Lourdes
Hôtel Saint Clair,Chambre Triple,Lourdes
Boutique hôtel Maria-Christina,Chambre Double Supérieure,Saint-Jean-de-Luz
Hôtel Saint James,Chambre Lits Jumeaux,Centre de Biarritz Biarritz
Hôtel de la Plage - Saint Jean de Luz,Chambre avec Balcon - Vue sur Mer,Saint-Jean-de-Luz
Hôtel du Pont,Chambre Double Économique - Côté Rue,Ascain
Domaine de Bassilour,Chambre Double,Bidart
Hotel Les Goelands,Chambre Double,Saint-Jean-de-Luz
Hôtel & Appart-hôtel Olatua,Chambre Double,Bidart
Logis Hôtel Etchemaïté,Chambre Double ou Lits Jumeaux avec Balcon,Larrau
Hôtel La Réserve,Chambre Double ou Lits Jumeaux Club,Saint-Jean-de-Luz
Hôtel La Caravelle,Chambre Triple,Ciboure
Hotel Argi Eder,Chambre Double ou Lits Jumeaux Privilège,Ainhoa
Hotel de Silhouette,Chambre Double Supérieure,Centre de Biarritz Biarritz
Hôtel Oxo,Chambre Lits Jumeaux,Centre de Biarritz Biarritz
Logis L'Ayguelade,Chambre Double Accessible aux Personnes à Mobilité Réduite - Rez-de-Chaussée,Bielle
Logis Hôtel Andreinia & Cabanes,Chalet 1 Chambre,Estérençuby
Hôtel de l'Ours,Chambre Double Supérieure,Arette
Hotel Villa Catarie,Chambre Double ou Lits Jumeaux Supérieure,Guéthary
Logis Hôtel du Chêne,Chambre Double Supérieure,Itxassou
La Maison d'Antan,Chambre Double n° 2 - Vue sur Jardin,Arzacq-Arraziguet
Logis Hôtel le Commerce,Chambre Double,Navarrenx
LOGIS Hôtel St Sylvestre,Chambre Double avec Terrasse,Aldudes
Hôtel Ramuntcho,Chambre Double,Saint-Jean-Pied-de-Port
Logis Hôtel Restaurant Espelletenia,Chambre Triple,Larceveau-Arros-Cibits
Brindos- Lac & Château - Relais & Châteaux - Anglet Biarritz,Chambre Double ou Lits Jumeaux - Vue sur Jardin,Anglet
Hôtel du Palais Biarritz- in The Unbound Collection by Hyatt,Chambre Lits Jumeaux,Biarritz
Hôtel VAL FLORES LOGIS,Chambre Double Confort,Biarritz
Hotel Restaurant Elissaldia,Chambre Double,Bidart
Auberge Ostapé,Suite Deluxe,Bidarray
Auberge des isards,Chambre Lits Jumeaux,Aydius
Alfred Hotels Les Halles - Ex Hotel Anjou,Chambre Double,Centre de Biarritz Biarritz
Logis Chez Germaine,Chambre Simple,Geüs-d'Oloron
Courtyard by Marriott Montpellier,Chambre Lits Jumeaux Standard,Port-Marianne Montpellier
Kyriad Hotel Montpellier Centre Antigone,Chambre Lits Jumeaux,Centre-ville de Montpellier Montpellier
Hôtel Saint-Alban,Chambre Double ou Lits Jumeaux Standard,Nézignan-lʼÉvêque
Sure Hotel by Best Western Beziers Le Monestie,Chambre Lit King-Size Classique,Béziers
Château St Pierre de Serjac,Appartement,Puissalicon
Mercure Béziers,Chambre Double Classique,Béziers
Hotel Du Rocher,Chambre Triple Confort,Le Caylar
Kyriad Montpellier Nord Parc Euromédecine,Chambre Double,Saint-Clément-de-Rivière
Hotel La Clé,Chambre Quadruple,Saint-André-de-Sangonis
La Bergerie Du Cap,Chambre Double Standard,Le Cap d'Agde
Ibis Budget Montpellier Nord Euromédecine,Chambre Triple avec 1 Lit Double et 1 Lit Simple,Hopitaux-Facultes Montpellier
